"City","State","Age_Group","Disability","variable","Disabled_Count","sex"
"Vasai-Virar","MAHARASHTRA","15-59","Mental-Retardation","Disab_P_TotDisab",829,"All"
"Vasai-Virar","MAHARASHTRA","60+","Mental-Retardation","Disab_P_TotDisab",55,"All"
"Vasai-Virar","MAHARASHTRA","Age not stated","Mental-Retardation","Disab_P_TotDisab",15,"All"
"Vasai-Virar","MAHARASHTRA","Total","Mental-Illness","Disab_P_TotDisab",467,"All"
"Vasai-Virar","MAHARASHTRA","0-14","Mental-Illness","Disab_P_TotDisab",67,"All"
"Vasai-Virar","MAHARASHTRA","15-59","Mental-Illness","Disab_P_TotDisab",326,"All"
"Vasai-Virar","MAHARASHTRA","60+","Mental-Illness","Disab_P_TotDisab",69,"All"
"Vasai-Virar","MAHARASHTRA","Age not stated","Mental-Illness","Disab_P_TotDisab",5,"All"
"Vasai-Virar","MAHARASHTRA","Total","Any-Other","Disab_P_TotDisab",8365,"All"
"Vasai-Virar","MAHARASHTRA","0-14","Any-Other","Disab_P_TotDisab",2290,"All"
"Vasai-Virar","MAHARASHTRA","15-59","Any-Other","Disab_P_TotDisab",5337,"All"
"Vasai-Virar","MAHARASHTRA","60+","Any-Other","Disab_P_TotDisab",617,"All"
"Vasai-Virar","MAHARASHTRA","Age not stated","Any-Other","Disab_P_TotDisab",121,"All"
"Vasai-Virar","MAHARASHTRA","Total","Multiple-Disability","Disab_P_TotDisab",908,"All"
"Vasai-Virar","MAHARASHTRA","0-14","Multiple-Disability","Disab_P_TotDisab",231,"All"
"Vasai-Virar","MAHARASHTRA","15-59","Multiple-Disability","Disab_P_TotDisab",547,"All"
"Vasai-Virar","MAHARASHTRA","60+","Multiple-Disability","Disab_P_TotDisab",120,"All"
"Vasai-Virar","MAHARASHTRA","Age not stated","Multiple-Disability","Disab_P_TotDisab",10,"All"
"Mumbai","MAHARASHTRA","Total","Total","Disab_P_TotDisab",484688,"All"
"Mumbai","MAHARASHTRA","0-14","Total","Disab_P_TotDisab",88868,"All"
"Mumbai","MAHARASHTRA","15-59","Total","Disab_P_TotDisab",333684,"All"
"Mumbai","MAHARASHTRA","60+","Total","Disab_P_TotDisab",58110,"All"
"Mumbai","MAHARASHTRA","Age not stated","Total","Disab_P_TotDisab",4026,"All"
"Mumbai","MAHARASHTRA","Total","In-Seeing","Disab_P_TotDisab",106433,"All"
"Mumbai","MAHARASHTRA","0-14","In-Seeing","Disab_P_TotDisab",21218,"All"
"Mumbai","MAHARASHTRA","15-59","In-Seeing","Disab_P_TotDisab",72675,"All"
"Mumbai","MAHARASHTRA","60+","In-Seeing","Disab_P_TotDisab",11793,"All"
"Mumbai","MAHARASHTRA","Age not stated","In-Seeing","Disab_P_TotDisab",747,"All"
"Mumbai","MAHARASHTRA","Total","In-Hearing","Disab_P_TotDisab",102930,"All"
"Mumbai","MAHARASHTRA","0-14","In-Hearing","Disab_P_TotDisab",20391,"All"
"Mumbai","MAHARASHTRA","15-59","In-Hearing","Disab_P_TotDisab",69704,"All"
"Mumbai","MAHARASHTRA","60+","In-Hearing","Disab_P_TotDisab",12129,"All"
"Mumbai","MAHARASHTRA","Age not stated","In-Hearing","Disab_P_TotDisab",706,"All"
"Mumbai","MAHARASHTRA","Total","In-Speech","Disab_P_TotDisab",91073,"All"
"Mumbai","MAHARASHTRA","0-14","In-Speech","Disab_P_TotDisab",11759,"All"
"Mumbai","MAHARASHTRA","15-59","In-Speech","Disab_P_TotDisab",67766,"All"
"Mumbai","MAHARASHTRA","60+","In-Speech","Disab_P_TotDisab",10396,"All"
"Mumbai","MAHARASHTRA","Age not stated","In-Speech","Disab_P_TotDisab",1152,"All"
"Mumbai","MAHARASHTRA","Total","In-Movement","Disab_P_TotDisab",46058,"All"
"Mumbai","MAHARASHTRA","0-14","In-Movement","Disab_P_TotDisab",3749,"All"
"Mumbai","MAHARASHTRA","15-59","In-Movement","Disab_P_TotDisab",31701,"All"
"Mumbai","MAHARASHTRA","60+","In-Movement","Disab_P_TotDisab",10440,"All"
"Mumbai","MAHARASHTRA","Age not stated","In-Movement","Disab_P_TotDisab",168,"All"
"Mumbai","MAHARASHTRA","Total","Mental-Retardation","Disab_P_TotDisab",21434,"All"
"Mumbai","MAHARASHTRA","0-14","Mental-Retardation","Disab_P_TotDisab",5270,"All"
"Mumbai","MAHARASHTRA","15-59","Mental-Retardation","Disab_P_TotDisab",14926,"All"
"Mumbai","MAHARASHTRA","60+","Mental-Retardation","Disab_P_TotDisab",1102,"All"
"Mumbai","MAHARASHTRA","Age not stated","Mental-Retardation","Disab_P_TotDisab",136,"All"
"Mumbai","MAHARASHTRA","Total","Mental-Illness","Disab_P_TotDisab",8150,"All"
"Mumbai","MAHARASHTRA","0-14","Mental-Illness","Disab_P_TotDisab",894,"All"
"Mumbai","MAHARASHTRA","15-59","Mental-Illness","Disab_P_TotDisab",6125,"All"
"Mumbai","MAHARASHTRA","60+","Mental-Illness","Disab_P_TotDisab",1093,"All"
"Mumbai","MAHARASHTRA","Age not stated","Mental-Illness","Disab_P_TotDisab",38,"All"
"Mumbai","MAHARASHTRA","Total","Any-Other","Disab_P_TotDisab",90934,"All"
"Mumbai","MAHARASHTRA","0-14","Any-Other","Disab_P_TotDisab",21473,"All"
"Mumbai","MAHARASHTRA","15-59","Any-Other","Disab_P_TotDisab",59937,"All"
"Mumbai","MAHARASHTRA","60+","Any-Other","Disab_P_TotDisab",8576,"All"
"Mumbai","MAHARASHTRA","Age not stated","Any-Other","Disab_P_TotDisab",948,"All"
"Mumbai","MAHARASHTRA","Total","Multiple-Disability","Disab_P_TotDisab",17676,"All"
"Mumbai","MAHARASHTRA","0-14","Multiple-Disability","Disab_P_TotDisab",4114,"All"
"Mumbai","MAHARASHTRA","15-59","Multiple-Disability","Disab_P_TotDisab",10850,"All"
"Mumbai","MAHARASHTRA","60+","Multiple-Disability","Disab_P_TotDisab",2581,"All"
"Mumbai","MAHARASHTRA","Age not stated","Multiple-Disability","Disab_P_TotDisab",131,"All"
"Pune","MAHARASHTRA","Total","Total","Disab_P_TotDisab",127858,"All"
"Pune","MAHARASHTRA","0-14","Total","Disab_P_TotDisab",22749,"All"
"Pune","MAHARASHTRA","15-59","Total","Disab_P_TotDisab",88047,"All"
"Pune","MAHARASHTRA","60+","Total","Disab_P_TotDisab",15911,"All"
"Pune","MAHARASHTRA","Age not stated","Total","Disab_P_TotDisab",1151,"All"
"Pune","MAHARASHTRA","Total","In-Seeing","Disab_P_TotDisab",21806,"All"
"Pune","MAHARASHTRA","0-14","In-Seeing","Disab_P_TotDisab",4441,"All"
"Pune","MAHARASHTRA","15-59","In-Seeing","Disab_P_TotDisab",14232,"All"
"Pune","MAHARASHTRA","60+","In-Seeing","Disab_P_TotDisab",2950,"All"
"Pune","MAHARASHTRA","Age not stated","In-Seeing","Disab_P_TotDisab",183,"All"
"Pune","MAHARASHTRA","Total","In-Hearing","Disab_P_TotDisab",25309,"All"
"Pune","MAHARASHTRA","0-14","In-Hearing","Disab_P_TotDisab",4964,"All"
"Pune","MAHARASHTRA","15-59","In-Hearing","Disab_P_TotDisab",16619,"All"
"Pune","MAHARASHTRA","60+","In-Hearing","Disab_P_TotDisab",3513,"All"
"Pune","MAHARASHTRA","Age not stated","In-Hearing","Disab_P_TotDisab",213,"All"
"Pune","MAHARASHTRA","Total","In-Speech","Disab_P_TotDisab",27982,"All"
"Pune","MAHARASHTRA","0-14","In-Speech","Disab_P_TotDisab",3547,"All"
"Pune","MAHARASHTRA","15-59","In-Speech","Disab_P_TotDisab",21079,"All"
"Pune","MAHARASHTRA","60+","In-Speech","Disab_P_TotDisab",3012,"All"
"Pune","MAHARASHTRA","Age not stated","In-Speech","Disab_P_TotDisab",344,"All"
"Pune","MAHARASHTRA","Total","In-Movement","Disab_P_TotDisab",14682,"All"
"Pune","MAHARASHTRA","0-14","In-Movement","Disab_P_TotDisab",1151,"All"
"Pune","MAHARASHTRA","15-59","In-Movement","Disab_P_TotDisab",10376,"All"
"Pune","MAHARASHTRA","60+","In-Movement","Disab_P_TotDisab",3093,"All"
"Pune","MAHARASHTRA","Age not stated","In-Movement","Disab_P_TotDisab",62,"All"
"Pune","MAHARASHTRA","Total","Mental-Retardation","Disab_P_TotDisab",5384,"All"
"Pune","MAHARASHTRA","0-14","Mental-Retardation","Disab_P_TotDisab",1383,"All"
"Pune","MAHARASHTRA","15-59","Mental-Retardation","Disab_P_TotDisab",3729,"All"
"Pune","MAHARASHTRA","60+","Mental-Retardation","Disab_P_TotDisab",228,"All"
"Pune","MAHARASHTRA","Age not stated","Mental-Retardation","Disab_P_TotDisab",44,"All"
"Pune","MAHARASHTRA","Total","Mental-Illness","Disab_P_TotDisab",3570,"All"
"Pune","MAHARASHTRA","0-14","Mental-Illness","Disab_P_TotDisab",199,"All"
"Pune","MAHARASHTRA","15-59","Mental-Illness","Disab_P_TotDisab",3016,"All"
"Pune","MAHARASHTRA","60+","Mental-Illness","Disab_P_TotDisab",343,"All"
"Pune","MAHARASHTRA","Age not stated","Mental-Illness","Disab_P_TotDisab",12,"All"
"Pune","MAHARASHTRA","Total","Any-Other","Disab_P_TotDisab",24538,"All"
"Pune","MAHARASHTRA","0-14","Any-Other","Disab_P_TotDisab",6009,"All"
"Pune","MAHARASHTRA","15-59","Any-Other","Disab_P_TotDisab",16142,"All"
"Pune","MAHARASHTRA","60+","Any-Other","Disab_P_TotDisab",2134,"All"
"Pune","MAHARASHTRA","Age not stated","Any-Other","Disab_P_TotDisab",253,"All"
"Pune","MAHARASHTRA","Total","Multiple-Disability","Disab_P_TotDisab",4587,"All"
"Pune","MAHARASHTRA","0-14","Multiple-Disability","Disab_P_TotDisab",1055,"All"
"Pune","MAHARASHTRA","15-59","Multiple-Disability","Disab_P_TotDisab",2854,"All"
"Pune","MAHARASHTRA","60+","Multiple-Disability","Disab_P_TotDisab",638,"All"
"Pune","MAHARASHTRA","Age not stated","Multiple-Disability","Disab_P_TotDisab",40,"All"
"Hyderabad","ANDHRA PRADESH","Total","Total","Disab_P_TotDisab",294072,"All"
"Hyderabad","ANDHRA PRADESH","0-14","Total","Disab_P_TotDisab",67691,"All"
"Hyderabad","ANDHRA PRADESH","15-59","Total","Disab_P_TotDisab",191302,"All"
"Hyderabad","ANDHRA PRADESH","60+","Total","Disab_P_TotDisab",27346,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","Total","Disab_P_TotDisab",7733,"All"
"Hyderabad","ANDHRA PRADESH","Total","In-Seeing","Disab_P_TotDisab",66930,"All"
"Hyderabad","ANDHRA PRADESH","0-14","In-Seeing","Disab_P_TotDisab",16571,"All"
"Hyderabad","ANDHRA PRADESH","15-59","In-Seeing","Disab_P_TotDisab",42513,"All"
"Hyderabad","ANDHRA PRADESH","60+","In-Seeing","Disab_P_TotDisab",6337,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","In-Seeing","Disab_P_TotDisab",1509,"All"
"Hyderabad","ANDHRA PRADESH","Total","In-Hearing","Disab_P_TotDisab",70412,"All"
"Hyderabad","ANDHRA PRADESH","0-14","In-Hearing","Disab_P_TotDisab",17045,"All"
"Hyderabad","ANDHRA PRADESH","15-59","In-Hearing","Disab_P_TotDisab",45211,"All"
"Hyderabad","ANDHRA PRADESH","60+","In-Hearing","Disab_P_TotDisab",5788,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","In-Hearing","Disab_P_TotDisab",2368,"All"
"Hyderabad","ANDHRA PRADESH","Total","In-Speech","Disab_P_TotDisab",28077,"All"
"Hyderabad","ANDHRA PRADESH","0-14","In-Speech","Disab_P_TotDisab",4692,"All"
"Hyderabad","ANDHRA PRADESH","15-59","In-Speech","Disab_P_TotDisab",20291,"All"
"Hyderabad","ANDHRA PRADESH","60+","In-Speech","Disab_P_TotDisab",2578,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","In-Speech","Disab_P_TotDisab",516,"All"
"Hyderabad","ANDHRA PRADESH","Total","In-Movement","Disab_P_TotDisab",20348,"All"
"Hyderabad","ANDHRA PRADESH","0-14","In-Movement","Disab_P_TotDisab",2113,"All"
"Hyderabad","ANDHRA PRADESH","15-59","In-Movement","Disab_P_TotDisab",14186,"All"
"Hyderabad","ANDHRA PRADESH","60+","In-Movement","Disab_P_TotDisab",3651,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","In-Movement","Disab_P_TotDisab",398,"All"
"Hyderabad","ANDHRA PRADESH","Total","Mental-Retardation","Disab_P_TotDisab",11119,"All"
"Hyderabad","ANDHRA PRADESH","0-14","Mental-Retardation","Disab_P_TotDisab",2748,"All"
"Hyderabad","ANDHRA PRADESH","15-59","Mental-Retardation","Disab_P_TotDisab",7485,"All"
"Hyderabad","ANDHRA PRADESH","60+","Mental-Retardation","Disab_P_TotDisab",636,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","Mental-Retardation","Disab_P_TotDisab",250,"All"
"Hyderabad","ANDHRA PRADESH","Total","Mental-Illness","Disab_P_TotDisab",3235,"All"
"Hyderabad","ANDHRA PRADESH","0-14","Mental-Illness","Disab_P_TotDisab",588,"All"
"Hyderabad","ANDHRA PRADESH","15-59","Mental-Illness","Disab_P_TotDisab",2317,"All"
"Hyderabad","ANDHRA PRADESH","60+","Mental-Illness","Disab_P_TotDisab",271,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","Mental-Illness","Disab_P_TotDisab",59,"All"
"Hyderabad","ANDHRA PRADESH","Total","Any-Other","Disab_P_TotDisab",83257,"All"
"Hyderabad","ANDHRA PRADESH","0-14","Any-Other","Disab_P_TotDisab",21172,"All"
"Hyderabad","ANDHRA PRADESH","15-59","Any-Other","Disab_P_TotDisab",52826,"All"
"Hyderabad","ANDHRA PRADESH","60+","Any-Other","Disab_P_TotDisab",6839,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","Any-Other","Disab_P_TotDisab",2420,"All"
"Hyderabad","ANDHRA PRADESH","Total","Multiple-Disability","Disab_P_TotDisab",10694,"All"
"Hyderabad","ANDHRA PRADESH","0-14","Multiple-Disability","Disab_P_TotDisab",2762,"All"
"Hyderabad","ANDHRA PRADESH","15-59","Multiple-Disability","Disab_P_TotDisab",6473,"All"
"Hyderabad","ANDHRA PRADESH","60+","Multiple-Disability","Disab_P_TotDisab",1246,"All"
"Hyderabad","ANDHRA PRADESH","Age not stated","Multiple-Disability","Disab_P_TotDisab",213,"All"
"Vijayawada","ANDHRA PRADESH","Total","Total","Disab_P_TotDisab",40592,"All"
"Vijayawada","ANDHRA PRADESH","0-14","Total","Disab_P_TotDisab",7063,"All"
"Vijayawada","ANDHRA PRADESH","15-59","Total","Disab_P_TotDisab",27551,"All"
"Vijayawada","ANDHRA PRADESH","60+","Total","Disab_P_TotDisab",5284,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","Total","Disab_P_TotDisab",694,"All"
"Vijayawada","ANDHRA PRADESH","Total","In-Seeing","Disab_P_TotDisab",5179,"All"
"Vijayawada","ANDHRA PRADESH","0-14","In-Seeing","Disab_P_TotDisab",898,"All"
"Vijayawada","ANDHRA PRADESH","15-59","In-Seeing","Disab_P_TotDisab",3223,"All"
"Vijayawada","ANDHRA PRADESH","60+","In-Seeing","Disab_P_TotDisab",934,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","In-Seeing","Disab_P_TotDisab",124,"All"
"Vijayawada","ANDHRA PRADESH","Total","In-Hearing","Disab_P_TotDisab",6114,"All"
"Vijayawada","ANDHRA PRADESH","0-14","In-Hearing","Disab_P_TotDisab",1015,"All"
"Vijayawada","ANDHRA PRADESH","15-59","In-Hearing","Disab_P_TotDisab",4114,"All"
"Vijayawada","ANDHRA PRADESH","60+","In-Hearing","Disab_P_TotDisab",889,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","In-Hearing","Disab_P_TotDisab",96,"All"
"Vijayawada","ANDHRA PRADESH","Total","In-Speech","Disab_P_TotDisab",6178,"All"
"Vijayawada","ANDHRA PRADESH","0-14","In-Speech","Disab_P_TotDisab",848,"All"
"Vijayawada","ANDHRA PRADESH","15-59","In-Speech","Disab_P_TotDisab",4644,"All"
"Vijayawada","ANDHRA PRADESH","60+","In-Speech","Disab_P_TotDisab",608,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","In-Speech","Disab_P_TotDisab",78,"All"
"Vijayawada","ANDHRA PRADESH","Total","In-Movement","Disab_P_TotDisab",6730,"All"
"Vijayawada","ANDHRA PRADESH","0-14","In-Movement","Disab_P_TotDisab",531,"All"
"Vijayawada","ANDHRA PRADESH","15-59","In-Movement","Disab_P_TotDisab",4892,"All"
"Vijayawada","ANDHRA PRADESH","60+","In-Movement","Disab_P_TotDisab",1219,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","In-Movement","Disab_P_TotDisab",88,"All"
"Vijayawada","ANDHRA PRADESH","Total","Mental-Retardation","Disab_P_TotDisab",1803,"All"
"Vijayawada","ANDHRA PRADESH","0-14","Mental-Retardation","Disab_P_TotDisab",423,"All"
"Vijayawada","ANDHRA PRADESH","15-59","Mental-Retardation","Disab_P_TotDisab",1240,"All"
"Vijayawada","ANDHRA PRADESH","60+","Mental-Retardation","Disab_P_TotDisab",107,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","Mental-Retardation","Disab_P_TotDisab",33,"All"
"Vijayawada","ANDHRA PRADESH","Total","Mental-Illness","Disab_P_TotDisab",712,"All"
"Vijayawada","ANDHRA PRADESH","0-14","Mental-Illness","Disab_P_TotDisab",95,"All"
"Vijayawada","ANDHRA PRADESH","15-59","Mental-Illness","Disab_P_TotDisab",549,"All"
"Vijayawada","ANDHRA PRADESH","60+","Mental-Illness","Disab_P_TotDisab",51,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","Mental-Illness","Disab_P_TotDisab",17,"All"
"Vijayawada","ANDHRA PRADESH","Total","Any-Other","Disab_P_TotDisab",11628,"All"
"Vijayawada","ANDHRA PRADESH","0-14","Any-Other","Disab_P_TotDisab",2738,"All"
"Vijayawada","ANDHRA PRADESH","15-59","Any-Other","Disab_P_TotDisab",7460,"All"
"Vijayawada","ANDHRA PRADESH","60+","Any-Other","Disab_P_TotDisab",1199,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","Any-Other","Disab_P_TotDisab",231,"All"
"Vijayawada","ANDHRA PRADESH","Total","Multiple-Disability","Disab_P_TotDisab",2248,"All"
"Vijayawada","ANDHRA PRADESH","0-14","Multiple-Disability","Disab_P_TotDisab",515,"All"
"Vijayawada","ANDHRA PRADESH","15-59","Multiple-Disability","Disab_P_TotDisab",1429,"All"
"Vijayawada","ANDHRA PRADESH","60+","Multiple-Disability","Disab_P_TotDisab",277,"All"
"Vijayawada","ANDHRA PRADESH","Age not stated","Multiple-Disability","Disab_P_TotDisab",27,"All"
"GVMC","ANDHRA PRADESH","Total","Total","Disab_P_TotDisab",53865,"All"
"GVMC","ANDHRA PRADESH","0-14","Total","Disab_P_TotDisab",9389,"All"
"GVMC","ANDHRA PRADESH","15-59","Total","Disab_P_TotDisab",36770,"All"
"GVMC","ANDHRA PRADESH","60+","Total","Disab_P_TotDisab",6201,"All"
"GVMC","ANDHRA PRADESH","Age not stated","Total","Disab_P_TotDisab",1505,"All"
"GVMC","ANDHRA PRADESH","Total","In-Seeing","Disab_P_TotDisab",11296,"All"
"GVMC","ANDHRA PRADESH","0-14","In-Seeing","Disab_P_TotDisab",2112,"All"
"GVMC","ANDHRA PRADESH","15-59","In-Seeing","Disab_P_TotDisab",7621,"All"
"GVMC","ANDHRA PRADESH","60+","In-Seeing","Disab_P_TotDisab",1341,"All"
"GVMC","ANDHRA PRADESH","Age not stated","In-Seeing","Disab_P_TotDisab",222,"All"
"GVMC","ANDHRA PRADESH","Total","In-Hearing","Disab_P_TotDisab",10469,"All"
"GVMC","ANDHRA PRADESH","0-14","In-Hearing","Disab_P_TotDisab",1842,"All"
"GVMC","ANDHRA PRADESH","15-59","In-Hearing","Disab_P_TotDisab",7214,"All"
"GVMC","ANDHRA PRADESH","60+","In-Hearing","Disab_P_TotDisab",1185,"All"
"GVMC","ANDHRA PRADESH","Age not stated","In-Hearing","Disab_P_TotDisab",228,"All"
"GVMC","ANDHRA PRADESH","Total","In-Speech","Disab_P_TotDisab",6930,"All"
"GVMC","ANDHRA PRADESH","0-14","In-Speech","Disab_P_TotDisab",1110,"All"
"GVMC","ANDHRA PRADESH","15-59","In-Speech","Disab_P_TotDisab",5013,"All"
"GVMC","ANDHRA PRADESH","60+","In-Speech","Disab_P_TotDisab",660,"All"
"GVMC","ANDHRA PRADESH","Age not stated","In-Speech","Disab_P_TotDisab",147,"All"
"GVMC","ANDHRA PRADESH","Total","In-Movement","Disab_P_TotDisab",6602,"All"
"GVMC","ANDHRA PRADESH","0-14","In-Movement","Disab_P_TotDisab",514,"All"
"GVMC","ANDHRA PRADESH","15-59","In-Movement","Disab_P_TotDisab",4761,"All"
"GVMC","ANDHRA PRADESH","60+","In-Movement","Disab_P_TotDisab",1200,"All"
"GVMC","ANDHRA PRADESH","Age not stated","In-Movement","Disab_P_TotDisab",127,"All"
"GVMC","ANDHRA PRADESH","Total","Mental-Retardation","Disab_P_TotDisab",2676,"All"
"GVMC","ANDHRA PRADESH","0-14","Mental-Retardation","Disab_P_TotDisab",534,"All"
"GVMC","ANDHRA PRADESH","15-59","Mental-Retardation","Disab_P_TotDisab",1745,"All"
"GVMC","ANDHRA PRADESH","60+","Mental-Retardation","Disab_P_TotDisab",161,"All"
"GVMC","ANDHRA PRADESH","Age not stated","Mental-Retardation","Disab_P_TotDisab",236,"All"
"GVMC","ANDHRA PRADESH","Total","Mental-Illness","Disab_P_TotDisab",759,"All"
"GVMC","ANDHRA PRADESH","0-14","Mental-Illness","Disab_P_TotDisab",105,"All"
"GVMC","ANDHRA PRADESH","15-59","Mental-Illness","Disab_P_TotDisab",552,"All"
"GVMC","ANDHRA PRADESH","60+","Mental-Illness","Disab_P_TotDisab",81,"All"
"GVMC","ANDHRA PRADESH","Age not stated","Mental-Illness","Disab_P_TotDisab",21,"All"
"GVMC","ANDHRA PRADESH","Total","Any-Other","Disab_P_TotDisab",12572,"All"
"GVMC","ANDHRA PRADESH","0-14","Any-Other","Disab_P_TotDisab",2637,"All"
"GVMC","ANDHRA PRADESH","15-59","Any-Other","Disab_P_TotDisab",8214,"All"
"GVMC","ANDHRA PRADESH","60+","Any-Other","Disab_P_TotDisab",1237,"All"
"GVMC","ANDHRA PRADESH","Age not stated","Any-Other","Disab_P_TotDisab",484,"All"
"GVMC","ANDHRA PRADESH","Total","Multiple-Disability","Disab_P_TotDisab",2561,"All"
"GVMC","ANDHRA PRADESH","0-14","Multiple-Disability","Disab_P_TotDisab",535,"All"
"GVMC","ANDHRA PRADESH","15-59","Multiple-Disability","Disab_P_TotDisab",1650,"All"
"GVMC","ANDHRA PRADESH","60+","Multiple-Disability","Disab_P_TotDisab",336,"All"
"GVMC","ANDHRA PRADESH","Age not stated","Multiple-Disability","Disab_P_TotDisab",40,"All"
"Bengaluru","KARNATAKA","Total","Total","Disab_P_TotDisab",251561,"All"
"Bengaluru","KARNATAKA","0-14","Total","Disab_P_TotDisab",51673,"All"
"Bengaluru","KARNATAKA","15-59","Total","Disab_P_TotDisab",173494,"All"
"Bengaluru","KARNATAKA","60+","Total","Disab_P_TotDisab",25963,"All"
"Bengaluru","KARNATAKA","Age not stated","Total","Disab_P_TotDisab",431,"All"
"Bengaluru","KARNATAKA","Total","In-Seeing","Disab_P_TotDisab",79696,"All"
"Bengaluru","KARNATAKA","0-14","In-Seeing","Disab_P_TotDisab",17398,"All"
"Bengaluru","KARNATAKA","15-59","In-Seeing","Disab_P_TotDisab",54229,"All"
"Bengaluru","KARNATAKA","60+","In-Seeing","Disab_P_TotDisab",7983,"All"
"Bengaluru","KARNATAKA","Age not stated","In-Seeing","Disab_P_TotDisab",86,"All"
"Bengaluru","KARNATAKA","Total","In-Hearing","Disab_P_TotDisab",61691,"All"
"Bengaluru","KARNATAKA","0-14","In-Hearing","Disab_P_TotDisab",12373,"All"
"Bengaluru","KARNATAKA","15-59","In-Hearing","Disab_P_TotDisab",42815,"All"
"Bengaluru","KARNATAKA","60+","In-Hearing","Disab_P_TotDisab",6330,"All"
"Bengaluru","KARNATAKA","Age not stated","In-Hearing","Disab_P_TotDisab",173,"All"
"Bengaluru","KARNATAKA","Total","In-Speech","Disab_P_TotDisab",10140,"All"
"Bengaluru","KARNATAKA","0-14","In-Speech","Disab_P_TotDisab",2024,"All"
"Bengaluru","KARNATAKA","15-59","In-Speech","Disab_P_TotDisab",7197,"All"
"Bengaluru","KARNATAKA","60+","In-Speech","Disab_P_TotDisab",900,"All"
"Bengaluru","KARNATAKA","Age not stated","In-Speech","Disab_P_TotDisab",19,"All"
"Bengaluru","KARNATAKA","Total","In-Movement","Disab_P_TotDisab",16725,"All"
"Bengaluru","KARNATAKA","0-14","In-Movement","Disab_P_TotDisab",1670,"All"
"Bengaluru","KARNATAKA","15-59","In-Movement","Disab_P_TotDisab",12024,"All"
"Bengaluru","KARNATAKA","60+","In-Movement","Disab_P_TotDisab",3017,"All"
"Bengaluru","KARNATAKA","Age not stated","In-Movement","Disab_P_TotDisab",14,"All"
"Bengaluru","KARNATAKA","Total","Mental-Retardation","Disab_P_TotDisab",13789,"All"
"Bengaluru","KARNATAKA","0-14","Mental-Retardation","Disab_P_TotDisab",3198,"All"
"Bengaluru","KARNATAKA","15-59","Mental-Retardation","Disab_P_TotDisab",9680,"All"
"Bengaluru","KARNATAKA","60+","Mental-Retardation","Disab_P_TotDisab",898,"All"
"Bengaluru","KARNATAKA","Age not stated","Mental-Retardation","Disab_P_TotDisab",13,"All"
"Bengaluru","KARNATAKA","Total","Mental-Illness","Disab_P_TotDisab",2407,"All"
"Bengaluru","KARNATAKA","0-14","Mental-Illness","Disab_P_TotDisab",399,"All"
"Bengaluru","KARNATAKA","15-59","Mental-Illness","Disab_P_TotDisab",1765,"All"
"Bengaluru","KARNATAKA","60+","Mental-Illness","Disab_P_TotDisab",243,"All"
"Bengaluru","KARNATAKA","Age not stated","Mental-Illness","Disab_P_TotDisab",0,"All"
"Bengaluru","KARNATAKA","Total","Any-Other","Disab_P_TotDisab",57837,"All"
"Bengaluru","KARNATAKA","0-14","Any-Other","Disab_P_TotDisab",12286,"All"
"Bengaluru","KARNATAKA","15-59","Any-Other","Disab_P_TotDisab",40100,"All"
"Bengaluru","KARNATAKA","60+","Any-Other","Disab_P_TotDisab",5336,"All"
"Bengaluru","KARNATAKA","Age not stated","Any-Other","Disab_P_TotDisab",115,"All"
"Bengaluru","KARNATAKA","Total","Multiple-Disability","Disab_P_TotDisab",9276,"All"
"Bengaluru","KARNATAKA","0-14","Multiple-Disability","Disab_P_TotDisab",2325,"All"
"Bengaluru","KARNATAKA","15-59","Multiple-Disability","Disab_P_TotDisab",5684,"All"
"Bengaluru","KARNATAKA","60+","Multiple-Disability","Disab_P_TotDisab",1256,"All"
"Bengaluru","KARNATAKA","Age not stated","Multiple-Disability","Disab_P_TotDisab",11,"All"
"Kannur","KERALA","Total","Total","Disab_P_TotDisab",33907,"All"
"Kannur","KERALA","0-14","Total","Disab_P_TotDisab",4564,"All"
"Kannur","KERALA","15-59","Total","Disab_P_TotDisab",20148,"All"
"Kannur","KERALA","60+","Total","Disab_P_TotDisab",9125,"All"
"Kannur","KERALA","Age not stated","Total","Disab_P_TotDisab",70,"All"
"Kannur","KERALA","Total","In-Seeing","Disab_P_TotDisab",5203,"All"
"Kannur","KERALA","0-14","In-Seeing","Disab_P_TotDisab",488,"All"
"Kannur","KERALA","15-59","In-Seeing","Disab_P_TotDisab",2425,"All"
