"State","Urban_Rural","sex","worker_type","Disablity_Type","dis_worker_dist","worker_count","worker_total","worker_dist"
"BIHAR","Total","F","Agricultural labourers","In Seeing",0.118248511131302,5774932,49821295,0.115912924383037
"BIHAR","Total","F","Agricultural labourers","In Speech",0.12443798662134,5774932,49821295,0.115912924383037
"BIHAR","Total","F","Agricultural labourers","Mental Illness",0.0928684627575277,5774932,49821295,0.115912924383037
"BIHAR","Total","F","Agricultural labourers","Mental Retardation",0.108120061327987,5774932,49821295,0.115912924383037
"BIHAR","Total","F","Agricultural labourers","Total disabled population",0.122048690719489,5774932,49821295,0.115912924383037
"BIHAR","Total","F","Cultivators","In Movement",0.0254675365521246,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","Multiple disability",0.020802826395184,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","In Hearing",0.0333217212183633,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","Any Other",0.0306744823714835,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","In Seeing",0.0326023560032852,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","In Speech",0.033844171510034,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","Mental Illness",0.0196513470681458,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","Mental Retardation",0.0265656327397099,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","Cultivators","Total disabled population",0.0307427101079148,1450806,49821295,0.0291201985014641
"BIHAR","Total","F","HHI workers","In Movement",0.0129353795533907,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","Multiple disability",0.0120168282081677,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","In Hearing",0.0202050800478621,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","Any Other",0.0193557441112335,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","In Seeing",0.013644821990422,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","In Speech",0.0185190262090141,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","Mental Illness",0.0121236133122029,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","Mental Retardation",0.0125604434485199,649090,49821295,0.0130283646781963
"BIHAR","Total","F","HHI workers","Total disabled population",0.0166128661647986,649090,49821295,0.0130283646781963
"BIHAR","Total","F","Non-workers","In Movement",0.820646607688648,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","Multiple disability",0.85723915115171,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","In Hearing",0.764559320236887,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","Any Other",0.754636526545329,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","In Seeing",0.796525906910493,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","In Speech",0.780101984866762,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","Mental Illness",0.84770206022187,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","Mental Retardation",0.821795022997995,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Non-workers","Total disabled population",0.786104793052801,40318497,49821295,0.809262324473902
"BIHAR","Total","F","Other workers","In Movement",0.038152918121628,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","Multiple disability",0.0272412430560398,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","In Hearing",0.0517546915468852,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","Any Other",0.0540568257875078,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","In Seeing",0.0389784039644973,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","In Speech",0.0430968307928501,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","Mental Illness",0.0276545166402536,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","Mental Retardation",0.0309588394857884,1627970,49821295,0.0326761879634
"BIHAR","Total","F","Other workers","Total disabled population",0.0444909399549959,1627970,49821295,0.0326761879634
"BIHAR","Total","M","Agricultural labourers","In Movement",0.231838616151415,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","Multiple disability",0.146768699960189,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","In Hearing",0.257658137247583,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","Any Other",0.276276069139008,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","In Seeing",0.251973619980946,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","In Speech",0.250058737601259,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","Mental Illness",0.174972892654913,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","Mental Retardation",0.199602421613807,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Agricultural labourers","Total disabled population",0.245018241381878,12570717,54278157,0.231598080973899
"BIHAR","Total","M","Cultivators","In Movement",0.105547773398052,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","Multiple disability",0.0617507851550405,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","In Hearing",0.110945204189943,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","Any Other",0.101144201898888,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","In Seeing",0.112636890955182,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","In Speech",0.110314322780996,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","Mental Illness",0.0748965904983736,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","Mental Retardation",0.0814674256799494,5745420,54278157,0.105851420120989
"BIHAR","Total","M","Cultivators","Total disabled population",0.104121063211972,5745420,54278157,0.105851420120989
"BIHAR","Total","M","HHI workers","In Movement",0.0176320161579307,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","Multiple disability",0.0117367776942245,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","In Hearing",0.0196935122098477,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","Any Other",0.0197922583786416,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","In Seeing",0.0164723625872348,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","In Speech",0.0199197082528884,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","Mental Illness",0.00995943937994458,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","Mental Retardation",0.0117827776271799,762118,54278157,0.0140409704773137
"BIHAR","Total","M","HHI workers","Total disabled population",0.0177306231851686,762118,54278157,0.0140409704773137
"BIHAR","Total","M","Non-workers","In Movement",0.517534286738118,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","Multiple disability",0.716769142301057,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","In Hearing",0.48264198837281,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","Any Other",0.472839405988801,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","In Seeing",0.495992162750848,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","In Speech",0.500148120907521,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","Mental Illness",0.675354403437613,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","Mental Retardation",0.632926719074727,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Non-workers","Total disabled population",0.513038493038493,29055968,54278157,0.53531603882571
"BIHAR","Total","M","Other workers","In Movement",0.127447307554484,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","Multiple disability",0.0629745948894885,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","In Hearing",0.129061157979816,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","Any Other",0.12994806459466,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","In Seeing",0.122924963725791,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","In Speech",0.119559110457336,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","Mental Illness",0.0648166740291555,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","Mental Retardation",0.0742206560043372,6143934,54278157,0.113193489602088
"BIHAR","Total","M","Other workers","Total disabled population",0.120091579182488,6143934,54278157,0.113193489602088
"BIHAR","Total","P","Agricultural labourers","Total disabled population",0.192902301106517,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","Mental Illness",0.147357479811306,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","Multiple disability",0.121901050124499,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","In Movement",0.188542577054308,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","Mental Retardation",0.164838489204603,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","Any Other",0.21834349405181,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","In Seeing",0.190591534931158,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","In Speech",0.196417805613275,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Agricultural labourers","In Hearing",0.198808731078382,18345649,104099452,0.17623194596644
"BIHAR","Total","P","Cultivators","Total disabled population",0.073022455082756,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","Mental Illness",0.0563151301937582,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","Multiple disability",0.0458572408068998,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","In Movement",0.0786791385827581,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","Mental Retardation",0.0606043629763252,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","Any Other",0.0709034392024608,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","In Seeing",0.0758996867487434,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","In Speech",0.0776610377827856,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","Cultivators","In Hearing",0.075116706253288,7196226,104099452,0.0691283754308332
"BIHAR","Total","P","HHI workers","Total disabled population",0.0172569046279959,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","Mental Illness",0.0106873484182191,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","Multiple disability",0.0118454765255675,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","In Movement",0.0160561939731098,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","Mental Retardation",0.0120782960415009,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","Any Other",0.0196049364414631,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","In Seeing",0.0151744736650397,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","In Speech",0.019321607304867,1411208,104099452,0.013556344177489
"BIHAR","Total","P","HHI workers","In Hearing",0.0199296354360558,1411208,104099452,0.013556344177489
"BIHAR","Total","P","Non-workers","Total disabled population",0.628767199097043,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","Mental Illness",0.733322672636657,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","Multiple disability",0.771291184006351,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","In Movement",0.619234963214702,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","Mental Retardation",0.704697986577181,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","Any Other",0.593767372049068,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","In Seeing",0.633942230640344,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","In Speech",0.619690362609383,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Non-workers","In Hearing",0.612765942572309,69374465,104099452,0.666424881852404
"BIHAR","Total","P","Other workers","Total disabled population",0.0880511400856882,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","Mental Illness",0.0523173689400602,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","Multiple disability",0.0491050485366822,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","In Movement",0.0974871271751218,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","Mental Retardation",0.0577808652003899,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","Any Other",0.0973807582551977,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","In Seeing",0.0843920740147155,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","In Speech",0.0869091866896895,7771904,104099452,0.0746584525728339
"BIHAR","Total","P","Other workers","In Hearing",0.0933789846599658,7771904,104099452,0.0746584525728339
"BIHAR","Urban","F","Agricultural labourers","Mental Illness",0.0144451739986868,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","Mental Retardation",0.015932287776948,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","Any Other",0.0234395123207693,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","In Seeing",0.0216326270916842,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","In Speech",0.0219107996885775,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","In Movement",0.0212158899700051,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","Total disabled population",0.0227341445277067,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","In Hearing",0.026005547850208,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Agricultural labourers","Multiple disability",0.0171664943123061,116789,5553709,0.0210290096222182
"BIHAR","Urban","F","Cultivators","Mental Illness",0.00131319763624425,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","Mental Retardation",0.00248941996514812,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","Any Other",0.00742680518588478,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","In Seeing",0.00979830756505694,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","In Speech",0.00611722833945056,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","In Movement",0.00490160216548394,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","Total disabled population",0.00726479312909104,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","In Hearing",0.00728155339805825,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","Cultivators","Multiple disability",0.00455015511892451,26710,5553709,0.00480939854788935
"BIHAR","Urban","F","HHI workers","Mental Illness",0.00787918581746553,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","Mental Retardation",0.00871296987801842,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","Any Other",0.0238258779084743,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","In Seeing",0.0117070687790291,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","In Speech",0.0152374596819041,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","In Movement",0.0129490087058307,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","Total disabled population",0.0158779449379346,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","In Hearing",0.0174815071659732,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","HHI workers","Multiple disability",0.0111685625646329,66086,5553709,0.0118994351342499
"BIHAR","Urban","F","Non-workers","Mental Illness",0.934996717005909,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","Mental Retardation",0.915608663181479,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","Any Other",0.82480467073066,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","In Seeing",0.879398103963861,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","In Speech",0.862862862862863,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","In Movement",0.881191016167971,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","Total disabled population",0.860489821934936,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","In Hearing",0.842088534442903,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Non-workers","Multiple disability",0.90899689762151,4973993,5553709,0.895616424987337
"BIHAR","Urban","F","Other workers","Mental Illness",0.041365725541694,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","Mental Retardation",0.0572566591984068,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","Any Other",0.120503133854211,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","In Seeing",0.077463892600369,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","In Speech",0.093871649427205,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","In Movement",0.0797424829907089,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","Total disabled population",0.093633295470332,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","In Hearing",0.107142857142857,370131,5553709,0.0666457317083052
"BIHAR","Urban","F","Other workers","Multiple disability",0.0581178903826267,370131,5553709,0.0666457317083052
"BIHAR","Urban","M","Agricultural labourers","Multiple disability",0.0411328388401888,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","In Speech",0.0687140773783992,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","In Hearing",0.0644739817583356,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","Mental Retardation",0.0454274649985106,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","Any Other",0.0705037393338385,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","In Seeing",0.0692816030697079,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","Mental Illness",0.0332627759298458,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","Total disabled population",0.0643489620240685,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Agricultural labourers","In Movement",0.0633377753390296,396960,6204307,0.0639813600455297
"BIHAR","Urban","M","Cultivators","Multiple disability",0.0159136884693189,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","In Speech",0.0253924680449515,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","In Hearing",0.0280660318098445,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","Mental Retardation",0.015638963360143,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","Any Other",0.0274766909366455,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","In Seeing",0.0323758260498828,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","Mental Illness",0.0130027214998488,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","Total disabled population",0.0266749647229907,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","Cultivators","In Movement",0.023555694912597,161456,6204307,0.0260232125844192
"BIHAR","Urban","M","HHI workers","Multiple disability",0.0214430209035738,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","In Speech",0.0332847216264905,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","In Hearing",0.0301263850850524,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","Mental Retardation",0.0183199285075961,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","Any Other",0.0378216321286199,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","In Seeing",0.0266734171818376,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","Mental Illness",0.0117931660114908,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","Total disabled population",0.0290411431599574,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","HHI workers","In Movement",0.0257113741475268,151921,6204307,0.0244863769636158
"BIHAR","Urban","M","Non-workers","Multiple disability",0.749157113958193,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","In Speech",0.528695204598096,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","In Hearing",0.516269252996306,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","Mental Retardation",0.737116473041406,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","Any Other",0.503937007874016,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","In Seeing",0.529044979748454,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","Mental Illness",0.804052010885999,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","Total disabled population",0.550191943901853,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Non-workers","In Movement",0.559143999372893,3418803,6204307,0.55103704571679
"BIHAR","Urban","M","Other workers","Multiple disability",0.172353337828726,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","In Speech",0.343913528352063,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","In Hearing",0.361064348350461,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","Mental Retardation",0.183497170092344,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","Any Other",0.36026092972688,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","In Seeing",0.342624173950117,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","Mental Illness",0.137889325672815,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","Total disabled population",0.329742986191131,2075167,6204307,0.334472004689645
"BIHAR","Urban","M","Other workers","In Movement",0.328251156227953,2075167,6204307,0.334472004689645
"BIHAR","Urban","P","Agricultural labourers","Multiple disability",0.0316734693877551,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","In Speech",0.0483339790778768,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","In Hearing",0.0465816388243042,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","Mental Retardation",0.0343863572826391,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","Any Other",0.0500680373553041,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","In Seeing",0.0475624256837099,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","Mental Illness",0.0273291925465838,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","Total disabled population",0.0464592598837904,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Agricultural labourers","In Movement",0.0486435443942526,513749,11758016,0.0436935108780257
"BIHAR","Urban","P","Cultivators","Multiple disability",0.0114285714285714,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","In Speech",0.0169992251065479,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","In Hearing",0.0183988065638986,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","Mental Retardation",0.0107166154132886,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","Any Other",0.01877085391541,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","In Seeing",0.0220846263159421,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","Mental Illness",0.0093167701863354,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","Total disabled population",0.0183307688524475,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","Cultivators","In Movement",0.0170482096827706,188166,11758016,0.0160032100653716
"BIHAR","Urban","P","HHI workers","Multiple disability",0.0173877551020408,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","In Speech",0.0254261913986827,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","In Hearing",0.0242450307094763,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","Mental Retardation",0.0147236976982574,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","Any Other",0.0317445523514828,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","In Seeing",0.0198515124271338,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","Mental Illness",0.0105590062111801,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","Total disabled population",0.0233824448987908,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","HHI workers","In Movement",0.0212592195595028,218007,11758016,0.0185411382328447
"BIHAR","Urban","P","Non-workers","Multiple disability",0.812244897959184,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","In Speech",0.674205734211546,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","In Hearing",0.667813512169554,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","Mental Retardation",0.803932531916876,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","Any Other",0.643260573750629,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","In Seeing",0.688741625822917,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","Mental Illness",0.845341614906832,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","Total disabled population",0.683585214538148,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Non-workers","In Movement",0.671490187070924,8392796,11758016,0.713793551565162
"BIHAR","Urban","P","Other workers","Multiple disability",0.127265306122449,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","In Speech",0.235034870205347,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","In Hearing",0.242961011732767,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","Mental Retardation",0.136240797688939,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","Any Other",0.256155982627174,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","In Seeing",0.221759809750297,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","Mental Illness",0.107453416149068,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","Total disabled population",0.228242311826824,2445298,11758016,0.207968589258596
"BIHAR","Urban","P","Other workers","In Movement",0.24155883929255,2445298,11758016,0.207968589258596
"CHANDIGARH","Rural","F","Agricultural labourers","Multiple disability",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","In Hearing",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","Any Other",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","In Speech",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","Mental Illness",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","Mental Retardation",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","In Movement",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","In Seeing",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Agricultural labourers","Total disabled population",0,46,11841,0.00388480702643358
"CHANDIGARH","Rural","F","Cultivators","Multiple disability",0,51,11841,0.00430706865974158
"CHANDIGARH","Rural","F","Cultivators","In Hearing",0,51,11841,0.00430706865974158
"CHANDIGARH","Rural","F","Cultivators","Any Other",0,51,11841,0.00430706865974158
"CHANDIGARH","Rural","F","Cultivators","In Speech",0,51,11841,0.00430706865974158
"CHANDIGARH","Rural","F","Cultivators","Mental Illness",0,51,11841,0.00430706865974158
"CHANDIGARH","Rural","F","Cultivators","Mental Retardation",0,51,11841,0.00430706865974158
