"State","sex","Urban_Rural","Disablity_Type","dis_ill_lit","ill_lit"
"DAMAN & DIU","M","Urban","In Hearing",0.147540983606557,0.159381201974454
"DAMAN & DIU","M","Urban","In Seeing",0.259842519685039,0.159381201974454
"DAMAN & DIU","M","Urban","In Movement",0.166666666666667,0.159381201974454
"DAMAN & DIU","M","Urban","Any Other",0.158620689655172,0.159381201974454
"DAMAN & DIU","M","Urban","Mental Illness",0.441176470588235,0.159381201974454
"DAMAN & DIU","M","Urban","Mental Retardation",0.688524590163934,0.159381201974454
"DAMAN & DIU","M","Urban","Multiple disability",0.529411764705882,0.159381201974454
"DAMAN & DIU","P","Rural","Total disabled population",0.442728442728443,0.286558712497516
"DAMAN & DIU","P","Rural","Mental Illness",0.529411764705882,0.286558712497516
"DAMAN & DIU","P","Rural","Mental Retardation",0.712121212121212,0.286558712497516
"DAMAN & DIU","P","Rural","In Seeing",0.328767123287671,0.286558712497516
"DAMAN & DIU","P","Rural","Any Other",0.230769230769231,0.286558712497516
"DAMAN & DIU","P","Rural","In Speech",0.660714285714286,0.286558712497516
"DAMAN & DIU","P","Rural","In Hearing",0.425,0.286558712497516
"DAMAN & DIU","P","Rural","Multiple disability",0.684210526315789,0.286558712497516
"DAMAN & DIU","P","Rural","In Movement",0.366141732283465,0.286558712497516
"DAMAN & DIU","P","Total","Total disabled population",0.379781420765027,0.225453962433247
"DAMAN & DIU","P","Total","Mental Illness",0.50561797752809,0.225453962433247
"DAMAN & DIU","P","Total","Mental Retardation",0.698863636363636,0.225453962433247
"DAMAN & DIU","P","Total","In Seeing",0.321989528795811,0.225453962433247
"DAMAN & DIU","P","Total","Any Other",0.21969696969697,0.225453962433247
"DAMAN & DIU","P","Total","In Speech",0.449664429530201,0.225453962433247
"DAMAN & DIU","P","Total","In Hearing",0.343042071197411,0.225453962433247
"DAMAN & DIU","P","Total","Multiple disability",0.628019323671498,0.225453962433247
"DAMAN & DIU","P","Total","In Movement",0.293548387096774,0.225453962433247
"DAMAN & DIU","P","Urban","Total disabled population",0.345313601127555,0.205270958321256
"DAMAN & DIU","P","Urban","Mental Illness",0.490909090909091,0.205270958321256
"DAMAN & DIU","P","Urban","Mental Retardation",0.690909090909091,0.205270958321256
"DAMAN & DIU","P","Urban","In Seeing",0.317796610169492,0.205270958321256
"DAMAN & DIU","P","Urban","Any Other",0.21608040201005,0.205270958321256
"DAMAN & DIU","P","Urban","In Speech",0.32258064516129,0.205270958321256
"DAMAN & DIU","P","Urban","In Hearing",0.314410480349345,0.205270958321256
"DAMAN & DIU","P","Urban","Multiple disability",0.595419847328244,0.205270958321256
"DAMAN & DIU","P","Urban","In Movement",0.243169398907104,0.205270958321256
"DELHI","F","Rural","In Movement",0.473071324599709,0.365543972893457
"DELHI","F","Rural","Total disabled population",0.553513071895425,0.365543972893457
"DELHI","F","Rural","Mental Illness",0.666666666666667,0.365543972893457
"DELHI","F","Rural","Mental Retardation",0.695238095238095,0.365543972893457
"DELHI","F","Rural","In Seeing",0.621546961325967,0.365543972893457
"DELHI","F","Rural","Any Other",0.408114558472554,0.365543972893457
"DELHI","F","Rural","In Speech",0.450381679389313,0.365543972893457
"DELHI","F","Rural","In Hearing",0.585241730279898,0.365543972893457
"DELHI","F","Rural","Multiple disability",0.804347826086957,0.365543972893457
"DELHI","F","Total","In Movement",0.377701080432173,0.289426410609933
"DELHI","F","Total","Total disabled population",0.429416702071438,0.289426410609933
"DELHI","F","Total","Mental Illness",0.533031433137986,0.289426410609933
"DELHI","F","Total","Mental Retardation",0.620191500083991,0.289426410609933
"DELHI","F","Total","In Seeing",0.458748114630468,0.289426410609933
"DELHI","F","Total","Any Other",0.347012475377544,0.289426410609933
"DELHI","F","Total","In Speech",0.347104749512036,0.289426410609933
"DELHI","F","Total","In Hearing",0.372815661542504,0.289426410609933
"DELHI","F","Total","Multiple disability",0.632490272373541,0.289426410609933
"DELHI","F","Urban","In Movement",0.375178096961762,0.287498222241267
"DELHI","F","Urban","Total disabled population",0.426186805592472,0.287498222241267
"DELHI","F","Urban","Mental Illness",0.530307148681707,0.287498222241267
"DELHI","F","Urban","Mental Retardation",0.618844049247606,0.287498222241267
"DELHI","F","Urban","In Seeing",0.454178942471701,0.287498222241267
"DELHI","F","Urban","Any Other",0.345283910606981,0.287498222241267
"DELHI","F","Urban","In Speech",0.344856240651487,0.287498222241267
"DELHI","F","Urban","In Hearing",0.367185919482096,0.287498222241267
"DELHI","F","Urban","Multiple disability",0.627748900439824,0.287498222241267
"DELHI","M","Rural","Total disabled population",0.323882224645583,0.229735640970126
"DELHI","M","Rural","In Speech",0.355769230769231,0.229735640970126
"DELHI","M","Rural","In Hearing",0.291666666666667,0.229735640970126
"DELHI","M","Rural","In Seeing",0.3,0.229735640970126
"DELHI","M","Rural","In Movement",0.212020033388982,0.229735640970126
"DELHI","M","Rural","Any Other",0.245733788395904,0.229735640970126
"DELHI","M","Rural","Mental Illness",0.412790697674419,0.229735640970126
"DELHI","M","Rural","Mental Retardation",0.63265306122449,0.229735640970126
"DELHI","M","Rural","Multiple disability",0.591939546599496,0.229735640970126
"DELHI","M","Total","Total disabled population",0.2892201851437,0.19944419508094
"DELHI","M","Total","In Speech",0.270735524256651,0.19944419508094
"DELHI","M","Total","In Hearing",0.203818021476371,0.19944419508094
"DELHI","M","Total","In Seeing",0.238199715370019,0.19944419508094
"DELHI","M","Total","In Movement",0.212979104770791,0.19944419508094
"DELHI","M","Total","Any Other",0.238718266538126,0.19944419508094
"DELHI","M","Total","Mental Illness",0.421328671328671,0.19944419508094
"DELHI","M","Total","Mental Retardation",0.566297544535388,0.19944419508094
"DELHI","M","Total","Multiple disability",0.513860333215172,0.19944419508094
"DELHI","M","Urban","Total disabled population",0.288276384259637,0.198661683220133
"DELHI","M","Urban","In Speech",0.268711375600824,0.198661683220133
"DELHI","M","Urban","In Hearing",0.201804192093393,0.198661683220133
"DELHI","M","Urban","In Seeing",0.23658269441402,0.198661683220133
"DELHI","M","Urban","In Movement",0.213008171216069,0.198661683220133
"DELHI","M","Urban","Any Other",0.238524319479172,0.198661683220133
"DELHI","M","Urban","Mental Illness",0.42156862745098,0.198661683220133
"DELHI","M","Urban","Mental Retardation",0.564694280078895,0.198661683220133
"DELHI","M","Urban","Multiple disability",0.511599066238693,0.198661683220133
"DELHI","P","Rural","Total disabled population",0.415794637017659,0.292195054433684
"DELHI","P","Rural","Mental Illness",0.489878542510121,0.292195054433684
"DELHI","P","Rural","Mental Retardation",0.651428571428571,0.292195054433684
"DELHI","P","Rural","In Seeing",0.446969696969697,0.292195054433684
"DELHI","P","Rural","Any Other",0.313432835820896,0.292195054433684
"DELHI","P","Rural","In Speech",0.392330383480826,0.292195054433684
"DELHI","P","Rural","In Hearing",0.431515151515152,0.292195054433684
"DELHI","P","Rural","Multiple disability",0.679049034175334,0.292195054433684
"DELHI","P","Rural","In Movement",0.307161803713528,0.292195054433684
"DELHI","P","Total","Total disabled population",0.346820956906021,0.241254957948685
"DELHI","P","Total","Mental Illness",0.46306987855863,0.241254957948685
"DELHI","P","Total","Mental Retardation",0.585934630921777,0.241254957948685
"DELHI","P","Total","In Seeing",0.335280839197982,0.241254957948685
"DELHI","P","Total","Any Other",0.283278847972334,0.241254957948685
"DELHI","P","Total","In Speech",0.301841791440307,0.241254957948685
"DELHI","P","Total","In Hearing",0.27838488072118,0.241254957948685
"DELHI","P","Total","Multiple disability",0.563871232314948,0.241254957948685
"DELHI","P","Total","In Movement",0.278141370968939,0.241254957948685
"DELHI","P","Urban","Total disabled population",0.34497696335994,0.239950897125091
"DELHI","P","Urban","Mental Illness",0.462394121849168,0.239950897125091
"DELHI","P","Urban","Mental Retardation",0.584500875656743,0.239950897125091
"DELHI","P","Urban","In Seeing",0.332265102959225,0.239950897125091
"DELHI","P","Urban","Any Other",0.28243723616974,0.239950897125091
"DELHI","P","Urban","In Speech",0.299762792273805,0.239950897125091
"DELHI","P","Urban","In Hearing",0.274633248203362,0.239950897125091
"DELHI","P","Urban","Multiple disability",0.560602226720648,0.239950897125091
"DELHI","P","Urban","In Movement",0.277306177287856,0.239950897125091
"GOA","F","Rural","In Movement",0.436770428015564,0.261195461372808
"GOA","F","Rural","Total disabled population",0.412431751364973,0.261195461372808
"GOA","F","Rural","Mental Illness",0.419444444444444,0.261195461372808
"GOA","F","Rural","Mental Retardation",0.405333333333333,0.261195461372808
"GOA","F","Rural","In Seeing",0.45625,0.261195461372808
"GOA","F","Rural","Any Other",0.359387590652699,0.261195461372808
"GOA","F","Rural","In Speech",0.281827016520894,0.261195461372808
"GOA","F","Rural","In Hearing",0.430833333333333,0.261195461372808
"GOA","F","Rural","Multiple disability",0.566666666666667,0.261195461372808
"GOA","F","Total","In Movement",0.384742268041237,0.235946372349372
"GOA","F","Total","Total disabled population",0.368092023005751,0.235946372349372
"GOA","F","Total","Mental Illness",0.385,0.235946372349372
"GOA","F","Total","Mental Retardation",0.429577464788732,0.235946372349372
"GOA","F","Total","In Seeing",0.40397857689365,0.235946372349372
"GOA","F","Total","Any Other",0.313574184496668,0.235946372349372
"GOA","F","Total","In Speech",0.25395537525355,0.235946372349372
"GOA","F","Total","In Hearing",0.373074101247249,0.235946372349372
"GOA","F","Total","Multiple disability",0.544734758511481,0.235946372349372
"GOA","F","Urban","In Movement",0.346456692913386,0.220202658482092
"GOA","F","Urban","Total disabled population",0.3323167287925,0.220202658482092
"GOA","F","Urban","Mental Illness",0.356818181818182,0.220202658482092
"GOA","F","Urban","Mental Retardation",0.448637316561845,0.220202658482092
"GOA","F","Urban","In Seeing",0.353823088455772,0.220202658482092
"GOA","F","Urban","Any Other",0.278260869565217,0.220202658482092
"GOA","F","Urban","In Speech",0.233983286908078,0.220202658482092
"GOA","F","Urban","In Hearing",0.327653997378768,0.220202658482092
"GOA","F","Urban","Multiple disability",0.522906793048973,0.220202658482092
"GOA","M","Rural","Total disabled population",0.245888487765744,0.175332926705296
"GOA","M","Rural","In Speech",0.20911528150134,0.175332926705296
"GOA","M","Rural","In Hearing",0.242537313432836,0.175332926705296
"GOA","M","Rural","In Seeing",0.23286467486819,0.175332926705296
"GOA","M","Rural","In Movement",0.205923836389281,0.175332926705296
"GOA","M","Rural","Any Other",0.221036585365854,0.175332926705296
"GOA","M","Rural","Mental Illness",0.277227722772277,0.175332926705296
"GOA","M","Rural","Mental Retardation",0.325358851674641,0.175332926705296
"GOA","M","Rural","Multiple disability",0.418060200668896,0.175332926705296
"GOA","M","Total","Total disabled population",0.22996003761166,0.166838487972509
"GOA","M","Total","In Speech",0.1948699679373,0.166838487972509
"GOA","M","Total","In Hearing",0.208698969858833,0.166838487972509
"GOA","M","Total","In Seeing",0.195744680851064,0.166838487972509
"GOA","M","Total","In Movement",0.187123374563907,0.166838487972509
"GOA","M","Total","Any Other",0.212751449028299,0.166838487972509
"GOA","M","Total","Mental Illness",0.284571428571429,0.166838487972509
"GOA","M","Total","Mental Retardation",0.352331606217617,0.166838487972509
"GOA","M","Total","Multiple disability",0.423780487804878,0.166838487972509
"GOA","M","Urban","Total disabled population",0.2174688057041,0.161792867863982
"GOA","M","Urban","In Speech",0.18542654028436,0.161792867863982
"GOA","M","Urban","In Hearing",0.185280826339574,0.161792867863982
"GOA","M","Urban","In Seeing",0.160891089108911,0.161792867863982
"GOA","M","Urban","In Movement",0.171757925072046,0.161792867863982
"GOA","M","Urban","Any Other",0.206045650832819,0.161792867863982
"GOA","M","Urban","Mental Illness",0.290870488322718,0.161792867863982
"GOA","M","Urban","Mental Retardation",0.372943327239488,0.161792867863982
"GOA","M","Urban","Multiple disability",0.428571428571429,0.161792867863982
"GOA","P","Rural","Total disabled population",0.327246614690193,0.218331034507758
"GOA","P","Rural","Mental Illness",0.344240837696335,0.218331034507758
"GOA","P","Rural","Mental Retardation",0.363177805800757,0.218331034507758
"GOA","P","Rural","In Seeing",0.351116625310174,0.218331034507758
"GOA","P","Rural","Any Other",0.288288288288288,0.218331034507758
"GOA","P","Rural","In Speech",0.243947858472998,0.218331034507758
"GOA","P","Rural","In Hearing",0.341989436619718,0.218331034507758
"GOA","P","Rural","Multiple disability",0.494299674267101,0.218331034507758
"GOA","P","Rural","In Movement",0.302943581357318,0.218331034507758
"GOA","P","Total","Total disabled population",0.296892039258451,0.200924894329623
"GOA","P","Total","Mental Illness",0.332537313432836,0.200924894329623
"GOA","P","Total","Mental Retardation",0.388552559163456,0.200924894329623
"GOA","P","Total","In Seeing",0.305398871877518,0.200924894329623
"GOA","P","Total","Any Other",0.262448132780083,0.200924894329623
"GOA","P","Total","In Speech",0.222496206373293,0.200924894329623
"GOA","P","Total","In Hearing",0.292500467551898,0.200924894329623
"GOA","P","Total","Multiple disability",0.483106796116505,0.200924894329623
"GOA","P","Total","In Movement",0.27303693079957,0.200924894329623
"GOA","P","Urban","Total disabled population",0.272756933115824,0.1903345118183
"GOA","P","Urban","Mental Illness",0.322722283205269,0.1903345118183
"GOA","P","Urban","Mental Retardation",0.408203125,0.1903345118183
"GOA","P","Urban","In Seeing",0.261979575805185,0.1903345118183
"GOA","P","Urban","Any Other",0.242030331166821,0.1903345118183
"GOA","P","Urban","In Speech",0.207746478873239,0.1903345118183
"GOA","P","Urban","In Hearing",0.255934959349593,0.1903345118183
"GOA","P","Urban","Multiple disability",0.47290274684484,0.1903345118183
"GOA","P","Urban","In Movement",0.249680715197957,0.1903345118183
"GUJARAT","F","Rural","In Movement",0.464013104566333,0.47008224107674
"GUJARAT","F","Rural","Total disabled population",0.568947552630414,0.47008224107674
"GUJARAT","F","Rural","Mental Illness",0.655780853967635,0.47008224107674
"GUJARAT","F","Rural","Mental Retardation",0.598468474031989,0.47008224107674
"GUJARAT","F","Rural","In Seeing",0.627553525305783,0.47008224107674
"GUJARAT","F","Rural","Any Other",0.493639921722114,0.47008224107674
"GUJARAT","F","Rural","In Speech",0.51025945395964,0.47008224107674
"GUJARAT","F","Rural","In Hearing",0.63895423568501,0.47008224107674
"GUJARAT","F","Rural","Multiple disability",0.724985080564949,0.47008224107674
"GUJARAT","F","Total","In Movement",0.404301564958185,0.391383788938897
"GUJARAT","F","Total","Total disabled population",0.462625495831057,0.391383788938897
"GUJARAT","F","Total","Mental Illness",0.585585585585586,0.391383788938897
"GUJARAT","F","Total","Mental Retardation",0.597289912863683,0.391383788938897
"GUJARAT","F","Total","In Seeing",0.466463748221977,0.391383788938897
"GUJARAT","F","Total","Any Other",0.400387553980733,0.391383788938897
"GUJARAT","F","Total","In Speech",0.387866693274795,0.391383788938897
"GUJARAT","F","Total","In Hearing",0.469069308686304,0.391383788938897
"GUJARAT","F","Total","Multiple disability",0.65949281591551,0.391383788938897
"GUJARAT","F","Urban","In Movement",0.30975935828877,0.281067042164337
"GUJARAT","F","Urban","Total disabled population",0.348177979863592,0.281067042164337
"GUJARAT","F","Urban","Mental Illness",0.480251609128145,0.281067042164337
"GUJARAT","F","Urban","Mental Retardation",0.59553759985309,0.281067042164337
"GUJARAT","F","Urban","In Seeing",0.325895019185635,0.281067042164337
"GUJARAT","F","Urban","Any Other",0.315916093360908,0.281067042164337
"GUJARAT","F","Urban","In Speech",0.279013649046075,0.281067042164337
"GUJARAT","F","Urban","In Hearing",0.326115793555234,0.281067042164337
"GUJARAT","F","Urban","Multiple disability",0.553835044929397,0.281067042164337
"GUJARAT","M","Rural","Total disabled population",0.353090653793343,0.299537523093085
"GUJARAT","M","Rural","In Speech",0.358208955223881,0.299537523093085
"GUJARAT","M","Rural","In Hearing",0.382525282233434,0.299537523093085
"GUJARAT","M","Rural","In Seeing",0.375728608067149,0.299537523093085
"GUJARAT","M","Rural","In Movement",0.232464357158734,0.299537523093085
"GUJARAT","M","Rural","Any Other",0.32258512029807,0.299537523093085
"GUJARAT","M","Rural","Mental Illness",0.420655084803955,0.299537523093085
"GUJARAT","M","Rural","Mental Retardation",0.50687042506742,0.299537523093085
"GUJARAT","M","Rural","Multiple disability",0.577840601037875,0.299537523093085
"GUJARAT","M","Total","Total disabled population",0.300309723826868,0.254559106240906
"GUJARAT","M","Total","In Speech",0.285653541967854,0.254559106240906
"GUJARAT","M","Total","In Hearing",0.283211039316614,0.254559106240906
"GUJARAT","M","Total","In Seeing",0.282880202786555,0.254559106240906
"GUJARAT","M","Total","In Movement",0.211056993360712,0.254559106240906
"GUJARAT","M","Total","Any Other",0.271870781548201,0.254559106240906
"GUJARAT","M","Total","Mental Illness",0.401555546646354,0.254559106240906
"GUJARAT","M","Total","Mental Retardation",0.517464193950495,0.254559106240906
"GUJARAT","M","Total","Multiple disability",0.524342368179788,0.254559106240906
"GUJARAT","M","Urban","Total disabled population",0.241902660038914,0.196089044332933
"GUJARAT","M","Urban","In Speech",0.213789990407944,0.196089044332933
"GUJARAT","M","Urban","In Hearing",0.205156472261735,0.196089044332933
"GUJARAT","M","Urban","In Seeing",0.205988833287744,0.196089044332933
"GUJARAT","M","Urban","In Movement",0.174138434579439,0.196089044332933
"GUJARAT","M","Urban","Any Other",0.226943132538582,0.196089044332933
"GUJARAT","M","Urban","Mental Illness",0.3747591522158,0.196089044332933
"GUJARAT","M","Urban","Mental Retardation",0.532982192124404,0.196089044332933
"GUJARAT","M","Urban","Multiple disability",0.441706047735838,0.196089044332933
"GUJARAT","P","Rural","Total disabled population",0.447145293691792,0.382588747433355
"GUJARAT","P","Rural","Mental Illness",0.517827645944966,0.382588747433355
"GUJARAT","P","Rural","Mental Retardation",0.544369722404814,0.382588747433355
"GUJARAT","P","Rural","In Seeing",0.495722931393989,0.382588747433355
"GUJARAT","P","Rural","Any Other",0.401212225054079,0.382588747433355
"GUJARAT","P","Rural","In Speech",0.419313070737359,0.382588747433355
"GUJARAT","P","Rural","In Hearing",0.506285553760798,0.382588747433355
"GUJARAT","P","Rural","Multiple disability",0.642259960809928,0.382588747433355
"GUJARAT","P","Rural","In Movement",0.321676046715898,0.382588747433355
"GUJARAT","P","Total","Total disabled population",0.371562992652215,0.320093193062599
"GUJARAT","P","Total","Mental Illness",0.476389847039513,0.320093193062599
"GUJARAT","P","Total","Mental Retardation",0.550027864383293,0.320093193062599
"GUJARAT","P","Total","In Seeing",0.3690637403689,0.320093193062599
"GUJARAT","P","Total","Any Other",0.330570236439499,0.320093193062599
"GUJARAT","P","Total","In Speech",0.328101173506597,0.320093193062599
"GUJARAT","P","Total","In Hearing",0.37116559590927,0.320093193062599
"GUJARAT","P","Total","Multiple disability",0.582950566494921,0.320093193062599
"GUJARAT","P","Total","In Movement",0.286990755615567,0.320093193062599
"GUJARAT","P","Urban","Total disabled population",0.288933220651447,0.235872884931076
"GUJARAT","P","Urban","Mental Illness",0.416647304832714,0.235872884931076
"GUJARAT","P","Urban","Mental Retardation",0.558366556131003,0.235872884931076
"GUJARAT","P","Urban","In Seeing",0.261561704148142,0.235872884931076
"GUJARAT","P","Urban","Any Other",0.267349031559376,0.235872884931076
"GUJARAT","P","Urban","In Speech",0.241705396333592,0.235872884931076
"GUJARAT","P","Urban","In Hearing",0.261476040706569,0.235872884931076
"GUJARAT","P","Urban","Multiple disability",0.489599396867825,0.235872884931076
"GUJARAT","P","Urban","In Movement",0.229161242731927,0.235872884931076
"HARYANA","F","Rural","In Movement",0.571361328716,0.480522349788045
"HARYANA","F","Rural","Total disabled population",0.637833408338315,0.480522349788045
"HARYANA","F","Rural","Mental Illness",0.718530101641908,0.480522349788045
"HARYANA","F","Rural","Mental Retardation",0.687183811129848,0.480522349788045
"HARYANA","F","Rural","In Seeing",0.739346858737461,0.480522349788045
"HARYANA","F","Rural","Any Other",0.542211767738609,0.480522349788045
"HARYANA","F","Rural","In Speech",0.578928378134584,0.480522349788045
"HARYANA","F","Rural","In Hearing",0.612735728848114,0.480522349788045
"HARYANA","F","Rural","Multiple disability",0.835426401869159,0.480522349788045
"HARYANA","F","Total","In Movement",0.523702762047845,0.426070919396987
"HARYANA","F","Total","Total disabled population",0.565826694564657,0.426070919396987
"HARYANA","F","Total","Mental Illness",0.671983709485831,0.426070919396987
"HARYANA","F","Total","Mental Retardation",0.650249953712275,0.426070919396987
"HARYANA","F","Total","In Seeing",0.651926915399969,0.426070919396987
"HARYANA","F","Total","Any Other",0.484470411620311,0.426070919396987
"HARYANA","F","Total","In Speech",0.526222537207654,0.426070919396987
"HARYANA","F","Total","In Hearing",0.512882020105839,0.426070919396987
"HARYANA","F","Total","Multiple disability",0.779756085010034,0.426070919396987
"HARYANA","F","Urban","In Movement",0.418872947788789,0.32387176609748
"HARYANA","F","Urban","Total disabled population",0.435030867963202,0.32387176609748
"HARYANA","F","Urban","Mental Illness",0.58511673151751,0.32387176609748
"HARYANA","F","Urban","Mental Retardation",0.578947368421053,0.32387176609748
"HARYANA","F","Urban","In Seeing",0.467356687898089,0.32387176609748
"HARYANA","F","Urban","Any Other",0.386330029026781,0.32387176609748
"HARYANA","F","Urban","In Speech",0.426274375641464,0.32387176609748
"HARYANA","F","Urban","In Hearing",0.377880184331797,0.32387176609748
"HARYANA","F","Urban","Multiple disability",0.646853756318633,0.32387176609748
"HARYANA","M","Rural","Total disabled population",0.4123639742509,0.300194346801222
"HARYANA","M","Rural","In Speech",0.417930271167681,0.300194346801222
"HARYANA","M","Rural","In Hearing",0.390761940106769,0.300194346801222
"HARYANA","M","Rural","In Seeing",0.472877237414011,0.300194346801222
"HARYANA","M","Rural","In Movement",0.302417205938333,0.300194346801222
"HARYANA","M","Rural","Any Other",0.341970466082141,0.300194346801222
"HARYANA","M","Rural","Mental Illness",0.508211143695015,0.300194346801222
"HARYANA","M","Rural","Mental Retardation",0.595292854952469,0.300194346801222
"HARYANA","M","Rural","Multiple disability",0.651566533380574,0.300194346801222
"HARYANA","M","Total","Total disabled population",0.373754884592103,0.274230451671
"HARYANA","M","Total","In Speech",0.386682681480369,0.274230451671
"HARYANA","M","Total","In Hearing",0.329141768993368,0.274230451671
"HARYANA","M","Total","In Seeing",0.404020722538052,0.274230451671
"HARYANA","M","Total","In Movement",0.285702505463092,0.274230451671
"HARYANA","M","Total","Any Other",0.312996090510603,0.274230451671
"HARYANA","M","Total","Mental Illness",0.495047582054768,0.274230451671
"HARYANA","M","Total","Mental Retardation",0.57738218808387,0.274230451671
"HARYANA","M","Total","Multiple disability",0.609663155624259,0.274230451671
"HARYANA","M","Urban","Total disabled population",0.298241669711192,0.225973621017775
"HARYANA","M","Urban","In Speech",0.320811945870275,0.225973621017775
"HARYANA","M","Urban","In Hearing",0.245760420288176,0.225973621017775
"HARYANA","M","Urban","In Seeing",0.264352655328011,0.225973621017775
"HARYANA","M","Urban","In Movement",0.242272884624895,0.225973621017775
"HARYANA","M","Urban","Any Other",0.261079874317844,0.225973621017775
"HARYANA","M","Urban","Mental Illness",0.469235192639448,0.225973621017775
"HARYANA","M","Urban","Mental Retardation",0.539845758354756,0.225973621017775
"HARYANA","M","Urban","Multiple disability",0.506947890818859,0.225973621017775
"HARYANA","P","Rural","Total disabled population",0.506216745931226,0.384685862122206
"HARYANA","P","Rural","Mental Illness",0.583935441493854,0.384685862122206
"HARYANA","P","Rural","Mental Retardation",0.627728174603175,0.384685862122206
"HARYANA","P","Rural","In Seeing",0.59965552505517,0.384685862122206
"HARYANA","P","Rural","Any Other",0.42552504907629,0.384685862122206
"HARYANA","P","Rural","In Speech",0.479146659349705,0.384685862122206
"HARYANA","P","Rural","In Hearing",0.495671549660499,0.384685862122206
"HARYANA","P","Rural","Multiple disability",0.726840642094879,0.384685862122206
"HARYANA","P","Rural","In Movement",0.399632974004351,0.384685862122206
"HARYANA","P","Total","Total disabled population",0.454904515954273,0.345245335357779
"HARYANA","P","Total","Mental Illness",0.559446606139213,0.345245335357779
"HARYANA","P","Total","Mental Retardation",0.603558363817759,0.345245335357779
"HARYANA","P","Total","In Seeing",0.521160310512442,0.345245335357779
"HARYANA","P","Total","Any Other",0.385350236686897,0.345245335357779
"HARYANA","P","Total","In Speech",0.440905126910543,0.345245335357779
"HARYANA","P","Total","In Hearing",0.415997991811438,0.345245335357779
"HARYANA","P","Total","Multiple disability",0.679619047619048,0.345245335357779
"HARYANA","P","Total","In Movement",0.374450554186131,0.345245335357779
"HARYANA","P","Urban","Total disabled population",0.357652707049404,0.271604730232163
"HARYANA","P","Urban","Mental Illness",0.512287676183592,0.271604730232163
"HARYANA","P","Urban","Mental Retardation",0.55438950554995,0.271604730232163
"HARYANA","P","Urban","In Seeing",0.358909697756351,0.271604730232163
"HARYANA","P","Urban","Any Other",0.314957476382312,0.271604730232163
"HARYANA","P","Urban","In Speech",0.363573311138854,0.271604730232163
"HARYANA","P","Urban","In Hearing",0.308231173380035,0.271604730232163
"HARYANA","P","Urban","Multiple disability",0.565122852794086,0.271604730232163
"HARYANA","P","Urban","In Movement",0.313042705153662,0.271604730232163
"HIMACHAL PRADESH","F","Rural","In Movement",0.561894685439896,0.336558801319762
"HIMACHAL PRADESH","F","Rural","Total disabled population",0.584958086088349,0.336558801319762
"HIMACHAL PRADESH","F","Rural","Mental Illness",0.545864661654135,0.336558801319762
"HIMACHAL PRADESH","F","Rural","Mental Retardation",0.545509342977697,0.336558801319762
"HIMACHAL PRADESH","F","Rural","In Seeing",0.645370917376994,0.336558801319762
"HIMACHAL PRADESH","F","Rural","Any Other",0.405515141262054,0.336558801319762
"HIMACHAL PRADESH","F","Rural","In Speech",0.552998379254457,0.336558801319762
"HIMACHAL PRADESH","F","Rural","In Hearing",0.607744107744108,0.336558801319762
"HIMACHAL PRADESH","F","Rural","Multiple disability",0.800744416873449,0.336558801319762
"HIMACHAL PRADESH","F","Total","In Movement",0.546134473021445,0.323875486330711
"HIMACHAL PRADESH","F","Total","Total disabled population",0.56509892021161,0.323875486330711
"HIMACHAL PRADESH","F","Total","Mental Illness",0.539794007490637,0.323875486330711
"HIMACHAL PRADESH","F","Total","Mental Retardation",0.53373231773667,0.323875486330711
"HIMACHAL PRADESH","F","Total","In Seeing",0.623207814715614,0.323875486330711
"HIMACHAL PRADESH","F","Total","Any Other",0.389203675344564,0.323875486330711
"HIMACHAL PRADESH","F","Total","In Speech",0.521329802883201,0.323875486330711
"HIMACHAL PRADESH","F","Total","In Hearing",0.581359877980252,0.323875486330711
"HIMACHAL PRADESH","F","Total","Multiple disability",0.792207792207792,0.323875486330711
"HIMACHAL PRADESH","F","Urban","In Movement",0.308823529411765,0.201224512970627
"HIMACHAL PRADESH","F","Urban","Total disabled population",0.326091063668997,0.201224512970627
"HIMACHAL PRADESH","F","Urban","Mental Illness",0.453900709219858,0.201224512970627
"HIMACHAL PRADESH","F","Urban","Mental Retardation",0.424581005586592,0.201224512970627
"HIMACHAL PRADESH","F","Urban","In Seeing",0.312426035502959,0.201224512970627
"HIMACHAL PRADESH","F","Urban","Any Other",0.233441033925687,0.201224512970627
"HIMACHAL PRADESH","F","Urban","In Speech",0.210191082802548,0.201224512970627
"HIMACHAL PRADESH","F","Urban","In Hearing",0.327070879590094,0.201224512970627
"HIMACHAL PRADESH","F","Urban","Multiple disability",0.624390243902439,0.201224512970627
"HIMACHAL PRADESH","M","Rural","Total disabled population",0.351823005711536,0.216221673158444
"HIMACHAL PRADESH","M","Rural","In Speech",0.411158413623123,0.216221673158444
"HIMACHAL PRADESH","M","Rural","In Hearing",0.369240496324982,0.216221673158444
"HIMACHAL PRADESH","M","Rural","In Seeing",0.372223578227972,0.216221673158444
"HIMACHAL PRADESH","M","Rural","In Movement",0.252094818081588,0.216221673158444
"HIMACHAL PRADESH","M","Rural","Any Other",0.23963963963964,0.216221673158444
"HIMACHAL PRADESH","M","Rural","Mental Illness",0.306608884073673,0.216221673158444
"HIMACHAL PRADESH","M","Rural","Mental Retardation",0.453732584736952,0.216221673158444
"HIMACHAL PRADESH","M","Rural","Multiple disability",0.599170918367347,0.216221673158444
